workerid,age,gender,race,region,regionComments,verification_1,verification_2,stimulus1,stimulus2,speaker,sentence,intonation,context_condition,answer,certainty,comment
AO5B58U8UWU3B,age=1,gend=1,eth=4,West Coast,,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=3,
AO5B58U8UWU3B,age=1,gend=1,eth=4,West Coast,,Don't forget your lunch box.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
AO5B58U8UWU3B,age=1,gend=1,eth=4,West Coast,,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=5,
AO5B58U8UWU3B,age=1,gend=1,eth=4,West Coast,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=lfall,response=3,
AO5B58U8UWU3B,age=1,gend=1,eth=4,West Coast,,Okay go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=3,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=4,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,ok go out and play,please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=4,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,don't forget your lunchbox ,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A1XLZ5TQ0J8OYC,age=4,gend=1,eth=3,northeast,thank you,do have questions about your test results,yes i am leaving for cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,Haaa OK go out and play,Ah please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,Remember to feed the cats,Remember tofeed the cats,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=4,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,Avoid the highway,Avoid the highway,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=hlevel,response=4,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,Get well soon,Get well soon,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,Have fun at the party,Have fun at the party,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=3,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,Enjoy the movie,Enjoy the movie,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,YesI am leaving for Cancun in a week,Do you have questions about your test results.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3L2VS3998R77L,age=4,gend=1,eth=3,New York City,Very engaging and interesting. ,Don't forget your lunch box,Don't forget your lunch box,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,uh..ow to feel the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=5,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=lfall,response=3,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,Enjoy the Movie!,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,us..please don't have broken another glass,(sigh) ok..go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,Do you have questions about your test results?,Yes! I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,Avoid the highway,Id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,Don't forget your lunchbox!,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A19JJ2RIRTWJOT,age=2,gend=1,eth=3,Illinois,,Have fun at the party!,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=4,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=2,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=3,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,yes i leave for cancun in a week,do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,don't forget your lunchbox,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,okay go out and play,please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,
A1SL65Z68BK1UT,age=1,gend=2,eth=3,kentucky,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Ugh please don't have broken another glass,Ugh ok go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Do you have questions about your test results,Yes I leave for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AXGSUFCAK8W0H,,gend=1,eth=3,Northeast,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,dont forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,do you have questions about your test results?,yes i leave for cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,sigh ok go out and play,ugh please dont have broken another class,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2FWRESWOJXUVL,age=2,gend=1,eth=3,west coast,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=5,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=5,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,DO you have questions about your test results?,Yes! I am leaving for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,Avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,Enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,Have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=4,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,Don't forget your lunchbox,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=lfall,response=4,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,Ok go out and play,Please don't tell me I broke another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A2FZSQWNDSJ4JL,age=1,gend=1,eth=1,East,,Get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Do you have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=5,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Okay go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,
A12SMSQ6D5227J,age=2,gend=1,eth=3,Seattle,None,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=4,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Take a cookie,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=hlevel,response=5,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=hlevel,response=5,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Yes I leave for Cancun in a week,Do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=5,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Okay got out and play,Please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A2E49CIP9L27FV,age=1,gend=2,eth=3,Florida,,Have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,okay go out and play,please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=3,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,yes i leave for cancun in a week,do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=4,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,don't forget your lunchbox ,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=3,
A1NZT26BP574V0,age=1,gend=1,eth=3,arizona,none thank you,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=3,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=2,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Take a cookie.,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=5,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=4,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Okay go out and play,Oh please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=1,
A1YPKT2UPUQ464,age=5,gend=1,eth=3,SE,,Do you have questions about your test results?,Yes I leave for Cancun in about a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=4,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=4,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,take a cookie,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=4,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=4,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,do you have questions about your test results?,yes I am leaving in cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,<sigh>  ok go out and play,ugh please don't of broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1G5BALVLNHTPU,age=3,gend=1,eth=3,northeast,,have a nice trip,have a nice trip,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,Have a nice trip,Have a nice trip,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,awh  ok go out and play,ewh please dont took broke in another class,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,take a cookie,take a cookie,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=3,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,Don`t forget your lunch box,Don`t forget your lunch box,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,Yes I leave for camcun in a week,Do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,Remember to feed the cats,Remember to feed the cats,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=lfall,response=3,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,Get well soon,Get well soon,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=3,
A37FQI6S9XARBT,age=2,gend=1,eth=3,Philadelphia PA,Thank you,Have fun at the party,Have fun at the party,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=hlevel,response=3,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,Have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=5,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,Avoid the highway,in,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,Yes I am leaving for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,Okay go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=4,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=3,
A2Y6TEJK6KAIR2,age=1,gend=1,eth=4,Phoenix AZ,,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,Please dont have another broken class.,Ok go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,rremember to feed the cats.,remember to feed the cats,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,yes i leave for cancun in a week,do yuo have questions about yuor test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=4,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,dont forget your lunch box.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,good lunch with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
ALW83OCVEWDHC,age=3,gend=2,eth=3,Illinois,,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=5,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=3,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,Ok go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,You have questions about your test results? ,Yes I'm leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=3,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A1LD08ZBKLVTQ6,age=3,gend=2,eth=3,California,,Don't forget your lunchbox.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Yes I am leaving for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=5,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Ugh please don't have broken another glass.,Okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Don't forget your lunchbox!,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Have fun at the party!,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=4,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A1TDZS0UOUC6RX,age=1,gend=1,eth=3,Southeast,,Get well soon!,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
AR5E0ZVWKJA95,age=1,gend=2,eth=3,Southeast,,OK go out and play,Please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AR5E0ZVWKJA95,age=1,gend=2,eth=3,Southeast,,Do you have questions about your test results,Yes I leave for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
